user_id,book_id,rating
10,140,4
10,522,5
10,67,3
10,3638,3
10,19,5
10,572,5
10,58,3
10,63,4
10,298,3
10,26,3
10,46,4
10,35,4
10,476,4
10,115,3
10,1873,3
10,16,4
10,883,4
10,11,3
11,16,3
11,31,4
11,45,4
11,2534,3
11,4,3
11,115,4
11,94,5
11,154,3
11,33,4
11,8,5
11,199,3
11,325,4
11,1640,2
11,258,3
11,925,4
11,1806,2
11,174,2
11,2320,3
11,1005,3
11,48,3
11,57,3
11,407,3
11,467,3
11,26,3
11,111,2
11,1853,3
11,278,5
11,354,5
11,140,3
11,405,3
11,82,3
11,948,3
11,1613,1
11,410,5
11,595,5
11,919,2
11,46,4
11,233,5
11,453,3
11,522,3
11,1315,5
11,67,4
11,1719,3
11,1317,3
11,2284,2
11,2213,2
11,516,4
11,2079,4
11,121,5
11,408,3
11,150,4
11,114,2
11,65,3
11,178,3
11,457,4
11,3703,3
11,1256,5
11,213,4
11,883,4
11,119,3
11,3560,5
11,11,4
11,100,3
11,179,4
11,38,4
11,98,4
12,272,4
12,2135,4
12,28,5
12,482,3
12,129,5
12,16,4
12,1091,4
12,133,4
12,270,5
12,297,5
12,5,2
12,113,5
12,136,4
12,2016,4
12,2497,5
12,273,4
12,381,4
12,173,4
12,11,5
12,8,4
12,38,3
12,67,5
12,625,3
12,2429,5
12,417,4
12,78,3
12,1074,5
12,823,5
12,115,2
12,1649,4
12,64,4
12,100,4
12,407,4
12,118,5
12,1231,2
12,584,1
12,2,5
12,311,5
12,4,4
12,3322,3
12,405,5
12,150,5
12,131,5
12,14,5
12,2393,5
12,336,3
12,3,2
12,1607,4
12,922,4
12,258,1
12,2857,4
12,9,4
12,1058,5
12,195,5
12,1361,3
12,45,1
12,3021,3
12,671,5
12,35,1
12,46,5
12,982,1
12,3178,2
12,901,4
12,925,4
12,848,4
12,265,4
12,57,4
12,31,5
12,779,2
12,304,5
12,1704,5
12,477,5
12,1600,4
12,1365,3
12,65,4
12,1870,4
12,19,5
12,2087,4
12,60,5
12,1732,3
12,111,2
13,520,4
13,3010,4
13,1011,5
13,212,5
13,95,3
13,3647,5
13,115,4
13,58,5
13,407,5
13,33,5
13,258,3
13,1758,4
13,969,4
13,2835,5
13,195,5
13,64,4
13,1522,3
13,3427,4
13,31,5
13,916,5
13,100,4
13,478,3
13,60,5
13,140,5
13,869,5
13,16,5
13,2284,4
13,67,4
13,2555,5
13,620,4
13,1076,4
13,11,5
14,2852,2
14,729,4
14,14,3
14,1,4
14,24,2
14,398,3
14,584,4
14,682,5
14,441,4
14,295,4
14,1676,4
14,104,3
14,550,4
14,20,2
14,54,4
14,1657,5
14,820,4
14,60,3
14,110,3
14,2500,4
14,1665,3
14,100,2
14,17,3
14,1739,3
14,297,4
14,1030,4
14,891,2
14,21,4
14,1435,3
14,633,4
14,268,4
14,70,4
14,377,3
14,572,4
14,39,3
14,576,3
14,18,2
14,27,4
14,322,4
14,239,4
14,135,4
14,1682,4
14,95,4
14,492,4
14,13,3
14,362,4
14,410,3
14,654,4
14,838,3
14,301,4
14,271,4
14,371,4
14,2084,5
14,31,3
14,400,3
14,11,3
14,1519,3
14,405,4
14,16,1
14,1484,4
15,3340,5
15,13,4
15,326,5
15,241,5
15,1144,4
15,36,5
15,33,5
15,310,5
15,361,3
15,55,4
15,26,3
15,1137,3
15,1381,4
15,1993,5
15,4,3
15,417,4
15,10,5
15,171,5
15,795,5
15,3,5
15,27,4
15,2051,3
15,2347,5
15,18,4
15,2620,5
15,100,4
15,550,4
15,65,5
15,484,3
15,1042,4
15,1172,4
15,465,4
15,1645,4
15,918,4
15,425,4
15,76,5
15,49,5
15,635,5
15,14,4
15,696,4
15,782,4
15,21,3
15,304,5
15,31,5
15,9,3
15,306,5
15,71,4
15,941,4
15,682,4
15,2,4
15,337,5
15,119,5
15,483,5
15,887,3
15,167,5
15,68,5
15,230,4
15,471,4
15,52,5
15,8,5
15,5,4
15,11,5
15,344,4
15,24,4
15,115,5
16,57,5
16,125,3
16,10,3
16,1113,3
16,736,3
16,3379,5
16,35,5
16,872,3
16,353,3
16,8,4
16,162,3
16,2544,2
16,653,5
16,172,2
16,83,5
16,1506,4
16,606,5
16,94,3
16,461,5
16,131,5
16,58,3
16,592,3
16,209,3
16,1084,4
16,671,3
16,1041,4
16,80,5
16,1741,3
16,1704,4
16,63,4
16,2023,5
16,401,5
16,14,5
16,257,5
16,85,5
16,3275,5
16,887,3
16,2024,4
17,660,3
17,1573,5
17,227,4
17,2666,3
17,795,5
17,3560,4
17,343,4
17,833,3
17,840,5
17,196,5
17,123,4
17,484,3
17,33,5
17,693,3
17,2859,4
17,1245,3
17,1037,3
17,408,5
17,2573,4
17,1972,3
17,1564,3
17,3797,3
17,2259,5
17,1100,5
17,2827,4
17,487,3
17,575,3
17,2242,4
17,288,5
17,86,4
17,3533,3
17,424,5
17,628,4
17,84,3
17,1643,4
18,743,3
18,52,2
18,60,3
18,2923,4
18,121,4
18,3133,3
18,2552,4
18,408,3
18,4,4
18,3036,3
18,8,4
18,55,4
18,1704,4
18,5,4
18,405,4
18,49,2
18,48,4
18,733,3
18,2034,3
18,948,3
18,476,3
18,3883,3
18,1133,4
18,1544,4
18,572,4
18,26,2
18,11,3
18,3600,4
18,344,4
18,119,4
18,576,4
18,3237,4
18,13,4
18,1005,3
18,3,2
18,1074,4
18,3586,4
18,7,5
18,56,1
18,919,3
18,65,5
18,557,4
18,1176,3
18,46,2
18,3068,4
18,9,2
18,289,4
18,2584,4
18,14,4
18,130,5
18,664,3
18,282,2
18,3254,3
18,883,3
18,1153,4
18,1156,4
18,2098,4
18,297,4
19,424,2
19,104,3
19,597,4
19,653,4
19,1312,3
19,212,3
19,65,3
19,232,3
19,1500,4
19,97,4
19,284,2
19,39,4
19,614,4
19,2543,3
19,229,4
19,1544,4
19,401,4
19,48,3
19,14,3
19,592,3
19,248,5
19,94,3
19,1380,3
19,2013,3
19,446,3
19,1393,3
19,189,4
19,29,4
19,1878,3
19,820,4
19,2029,3
19,934,4
19,28,3
19,95,4
19,10,4
19,109,5
19,654,4
19,161,4
19,872,4
19,80,5
19,213,4
19,1624,4
19,298,3
19,121,3
19,177,5
19,35,3
19,4,4
19,5,3
19,26,3
19,476,4
19,18,3
19,162,4
19,71,4
19,3590,3
19,23,3
19,2,3
19,8,3
19,1133,3
19,119,4
19,45,3
19,180,2
19,7,3
19,301,2
19,130,3
19,19,4
19,1015,3
19,125,4
19,172,5
20,784,4
20,2568,4
20,411,4
20,2354,4
20,2746,4
20,132,4
20,3517,4
20,1311,4
20,57,4
20,2261,4
20,3066,4
20,266,4
20,1459,4
20,64,5
20,2981,4
20,791,4
20,3713,4
20,908,4
20,3163,4
20,31,5
20,1746,4
20,107,4
20,2214,4
20,3455,5
20,3622,4
20,417,4
20,169,5
20,114,4
20,761,4
20,1260,5
20,1858,4
20,683,4
20,273,5
20,1379,4
20,622,5
20,571,5
20,336,4
20,46,4
20,420,5
20,1763,4
20,952,3
20,286,4
20,2184,4
20,1103,5
20,2327,4
21,714,4
21,706,3
21,653,3
21,8,3
21,24,4
21,18,4
21,26,3
21,14,3
21,27,4
21,635,4
21,21,4
21,29,3
21,2902,3
21,606,4
21,125,4
21,85,3
21,629,4
21,715,3
21,786,3
21,1113,2
21,278,3
21,699,3
21,3379,2
21,10,4
21,489,2
21,3351,3
21,3377,4
21,483,2
21,311,3
21,95,3
21,114,4
21,23,4
21,66,3
21,94,1
21,1847,4
21,2,4
21,35,4
21,3676,2
22,1153,3
22,1018,5
22,168,5
22,48,5
22,2352,2
22,307,5
22,3178,4
22,633,5
22,1659,4
22,1124,4
22,368,2
22,2669,3
22,3644,4
22,3298,3
22,46,4
22,891,3
22,367,4
22,1142,4
22,1380,5
22,3314,2
22,284,4
22,3174,3
22,1,3
22,757,5
22,429,5
22,3,3
22,488,2
22,289,5
22,2825,3
22,1339,4
22,598,5
22,188,4
22,349,4
22,441,4
22,2382,3
22,3512,3
22,1360,3
22,1479,3
22,2485,5
22,35,2
22,929,4
22,960,4
22,45,5
22,1444,4
22,119,4
22,1862,4
22,1528,3
22,232,2
22,450,3
22,264,2
22,3560,3
22,3920,5
22,3092,3
22,3278,3
22,1715,4
22,1246,4
22,815,3
22,9,2
22,408,4
22,666,4
22,670,4
22,703,5
22,167,4
22,1427,3
22,2673,2
22,914,5
22,176,5
22,192,4
22,982,4
23,2740,3
23,2820,3
23,1707,5
23,1044,4
23,1101,3
23,2761,3
23,64,5
23,76,4
23,4,4
23,304,5
23,3861,3
23,2906,3
23,2051,3
23,3943,2
23,1819,3
23,749,2
23,3375,3
23,270,5
23,67,5
23,3512,3
23,1433,4
23,2738,4
23,2821,4
23,14,3
23,1145,5
23,848,4
23,1542,2
23,851,4
23,916,5
23,617,3
23,328,3
23,2939,4
23,2335,2
23,793,5
24,21,3
24,306,4
24,10,4
24,885,3
24,2188,4
24,2142,5
24,1103,3
24,212,4
24,1421,3
24,1752,5
24,860,4
24,2304,5
24,233,4
24,604,3
24,453,3
24,11,4
24,326,5
24,264,4
24,32,3
24,2029,4
24,33,4
24,4,4
24,5,4
24,31,4
24,530,4
24,78,2
24,23,3
24,3400,4
24,162,4
24,119,4
24,2,3
24,483,4
24,76,4
24,43,4
24,1250,4
24,338,3
24,948,4
24,142,4
24,2875,4
24,9,4
24,60,2
24,2738,4
24,2757,3
24,325,4
24,2586,4
24,136,3
24,273,3
24,38,4
24,26,3
24,1561,4
24,1144,4
24,310,3
24,66,3
24,1806,5
24,465,3
24,94,4
24,65,4
24,718,4
24,557,3
24,289,5
24,27,4
24,172,4
24,16,3
24,1970,3
24,941,4
24,18,3
24,2320,3
24,100,4
24,64,3
24,658,4
24,1088,4
24,268,5
24,24,4
24,398,3
24,156,3
24,883,3
24,401,3
24,82,5
24,8,4
24,80,4
25,35,3
25,786,4
25,3903,5
25,132,4
25,58,4
25,395,4
25,872,4
25,606,3
25,14,4
25,653,5
25,629,1
25,158,4
25,4,4
25,65,5
25,2975,4
25,2902,1
25,80,5
25,13,4
25,483,5
25,3398,3
25,278,4
25,8,5
25,94,5
26,121,4
26,3237,4
26,2875,4
26,1133,4
26,104,4
26,2274,4
26,258,4
26,131,4
26,2029,5
26,941,4
26,1411,4
26,264,5
26,1299,4
26,715,4
26,65,4
26,45,4
26,3913,3
26,736,4
26,100,4
26,3085,3
26,457,3
26,2097,4
26,179,4
26,3387,5
26,576,4
26,48,4
26,494,4
26,3708,3
26,180,4
26,32,4
26,130,3
26,1873,3
26,1714,4
26,795,3
26,225,4
26,483,4
26,80,5
26,284,4
26,1282,3
26,13,4
26,860,4
26,14,4
26,982,3
26,8,4
26,550,5
26,479,3
26,591,5
26,71,4
26,1544,4
26,268,4
27,39,4
27,3750,3
27,234,4
27,1380,5
27,6,4
27,924,4
27,584,3
27,1124,3
27,920,3
27,297,5
27,1481,3
27,185,4
27,2809,3
27,1403,3
27,3792,2
27,3440,3
27,137,4
27,665,5
27,31,4
27,140,3
27,1228,3
27,1009,4
27,1,4
27,232,2
27,1201,2
27,871,4
27,239,5
27,516,4
27,17,4
27,82,4
27,2190,4
27,1954,5
27,1334,4
27,3638,5
27,973,4
27,670,4
27,215,4
27,110,4
27,3180,5
27,1491,3
27,2496,4
27,1704,4
28,17,4
28,1011,4
28,129,5
28,67,5
28,353,5
28,1421,5
28,95,4
28,3703,3
28,1299,4
28,84,5
28,467,4
28,184,4
28,233,4
28,36,5
28,8,4
28,213,3
28,28,4
28,9,3
28,2184,3
28,455,3
28,46,4
28,653,5
28,1485,5
28,1858,3
28,20,3
28,718,5
28,117,4
28,113,5
28,1,5
28,131,3
28,59,5
28,383,4
28,2004,4
28,115,3
28,2403,5
28,1260,3
28,60,3
28,857,5
28,111,4
28,723,4
28,1598,3
28,867,4
28,1160,5
28,264,5
28,64,3
28,5,3
28,31,5
28,1380,5
28,1379,3
28,121,3
28,11,5
28,328,3
28,124,4
28,26,2
28,35,4
28,301,5
28,57,4
28,354,4
28,4,5
28,476,5
28,100,4
28,104,4
28,102,5
28,2025,1
28,2304,3
28,266,5
28,1090,5
29,1280,5
29,357,4
29,373,5
29,1239,4
29,602,4
29,117,4
29,641,4
29,24,4
29,2,5
29,67,4
29,576,4
29,155,5
29,98,4
29,461,5
29,18,4
29,1853,4
29,577,5
29,213,4
29,1133,5
29,1106,4
29,37,5
29,499,5
29,198,4
29,103,4
29,2729,4
29,140,4
29,341,5
29,542,4
29,23,4
29,161,5
29,590,5
29,347,4
29,184,5
29,142,4
29,2875,4
29,93,3
29,855,5
29,872,4
29,76,5
29,1094,5
29,479,3
29,1458,5
29,2597,3
29,4,4
29,2366,5
29,778,4
29,27,5
29,21,5
29,245,5
29,332,5
29,79,5
29,530,4
29,292,5
29,16,4
29,80,4
29,681,4
29,94,5
29,3020,4
29,48,4
29,2342,3
29,485,5
29,45,5
29,19,5
29,1121,5
29,1373,5
30,11,5
30,13,5
30,80,5
30,8,4
30,24,4
30,119,5
30,1239,4
30,55,5
30,1,4
30,496,5
30,873,4
30,641,3
30,115,5
30,63,4
30,2965,3
30,258,5
30,2406,4
30,39,4
30,233,5
30,230,4
30,463,4
30,272,4
30,1549,4
30,27,5
30,28,4
30,121,5
30,1033,4
30,347,3
30,17,4
30,1084,4
30,37,4
30,924,4
30,26,4
30,161,5
30,54,5
30,467,5
30,1005,4
30,18,4
30,635,5
30,542,3
30,137,5
30,14,5
30,35,1
30,94,5
30,1163,4
30,104,5
30,311,5
30,43,5
30,180,5
30,20,4
30,356,5
30,21,4
30,65,5
30,188,1
30,1136,4
30,19,4
30,155,3
30,45,5
30,2914,5
30,23,4
30,117,5
30,1238,4
30,2047,3
30,29,5
30,2,4
30,162,4
30,5,3
30,102,5
30,629,5
31,14,3
31,430,4
31,135,3
31,3883,3
31,1319,4
31,2051,3
31,23,3
31,744,3
31,197,3
31,272,4
31,2,3
31,2406,4
31,725,3
31,32,3
31,1261,3
31,39,4
31,165,3
31,28,4
31,2953,4
31,239,3
31,312,4
31,70,5
31,2923,3
31,2873,4
31,55,4
31,467,4
31,743,4
31,936,3
31,499,3
31,1153,3
31,1868,4
31,21,3
31,1283,3
31,2601,2
31,289,4
31,1531,3
31,2034,3
31,1915,3
31,631,2
31,168,3
31,46,4
31,496,4
31,268,2
31,1238,5
31,287,1
31,18,3
31,527,3
31,2412,5
31,2423,4
31,612,4
31,2382,3
31,520,3
31,1299,4
31,1,4
31,2669,4
31,195,3
31,232,4
31,110,3
31,271,4
31,915,4
31,806,4
31,3298,4
31,188,4
31,3428,4
31,13,4
31,27,3
31,2047,4
31,167,4
31,31,3
31,3036,3
31,3278,4
31,1053,4
31,136,2
31,33,3
31,273,3
31,24,3
31,1136,4
31,115,5
31,2102,4
31,2965,4
31,1018,4
31,1964,3
31,598,5
31,1246,4
31,558,2
31,557,3
32,344,4
32,119,4
32,696,4
32,85,5
32,59,4
32,848,3
32,79,4
32,31,5
32,14,3
32,2000,4
32,179,4
32,46,4
32,398,4
32,606,4
32,1,5
32,621,5
32,204,3
32,576,4
32,2192,4
32,550,5
32,3979,3
32,142,5
32,150,5
32,2302,3
32,89,5
32,93,4
32,132,4
32,125,4
32,857,5
32,9,3
32,57,4
32,45,1
32,114,4
32,999,4
32,158,4
32,205,4
32,373,5
32,245,5
32,410,4
32,2,4
32,38,5
32,154,3
32,90,5
32,32,5
32,321,4
32,29,4
32,66,5
32,898,3
32,1825,4
32,306,4
32,733,4
32,5,4
32,431,3
32,7,3
32,625,4
32,530,5
32,102,5
32,1533,3
32,416,5
32,654,4
32,17,4
32,1131,3
32,26,3
32,111,4
32,136,4
32,10,5
32,20,4
32,2475,4
32,529,3
32,278,5
32,138,3
32,33,4
32,100,5
32,8,5
33,1819,5
33,140,3
33,1433,5
33,89,5
33,2216,5
33,1543,5
33,3267,3
33,2708,5
33,2906,5
33,39,5
33,2431,5
33,3209,4
33,3730,5
33,494,5
33,3253,3
33,3045,4
33,979,3
33,342,1
33,1009,4
33,6,5
34,556,3
34,1479,4
34,738,5
34,967,3
34,43,4
34,1518,5
34,10,4
34,3941,3
34,3826,3
34,666,3
34,296,5
34,2493,3
34,400,4
34,1312,3
34,2177,4
34,520,5
34,60,2
34,188,3
34,1343,4
34,13,5
34,3964,4
34,1282,4
34,3314,3
34,1322,4
34,70,4
34,165,3
34,119,4
34,371,3
34,135,3
34,65,4
34,2518,4
34,1155,4
34,232,4
34,126,5
34,471,3
34,405,4
34,653,4
34,436,3
34,121,4
34,424,3
34,172,4
34,2616,4
34,408,2
34,2098,4
34,168,4
34,1368,5
34,485,4
34,498,5
34,162,4
34,611,4
34,1657,5
34,297,3
34,110,2
34,89,4
34,572,4
34,2620,3
34,59,5
34,547,4
35,1210,3
35,1112,2
35,829,3
35,66,3
35,76,4
35,925,4
35,48,3
35,451,3
35,273,3
35,131,3
35,172,4
35,2857,3
35,270,4
35,29,4
35,621,3
35,80,5
35,1957,4
35,78,2
35,265,4
35,306,1
35,249,4
35,485,4
35,2809,2
35,167,3
35,869,4
35,37,3
35,1005,3
35,117,4
35,2025,2
35,165,3
35,2374,3
35,59,3
35,1073,4
35,561,3
35,335,3
35,180,3
35,137,5
35,471,4
35,184,3
35,205,3
35,2188,3
35,79,3
35,941,4
35,195,4
35,407,3
35,230,4
35,779,4
35,330,4
35,171,4
35,225,4
35,1084,3
35,527,2
35,1681,3
35,1024,3
35,885,3
35,301,3
35,620,3
35,669,2
35,1878,2
35,321,4
35,136,3
35,229,2
35,463,3
35,733,4
35,89,4
35,3775,3
35,2942,3
35,102,3
35,135,3
35,304,3
35,132,2
35,255,4
35,63,4
35,1011,4
35,457,3
35,125,4
35,326,4
35,436,2
35,410,4
35,516,4
35,887,2
35,672,4
35,272,2
35,1544,2
35,97,4
35,467,3
35,498,4
35,120,3
35,1565,3
35,133,4
35,83,3
35,245,2
35,1144,2
35,2926,4
35,178,3
35,540,3
35,2630,3
35,557,3
35,212,2
35,1530,2
35,820,3
35,696,3
35,1221,4
35,520,4
35,919,4
35,763,3
35,1928,3
35,114,2
35,264,2
35,461,3
35,46,4
35,860,3
35,386,3
35,3197,3
35,682,3
35,901,4
36,214,3
36,1,4
36,620,4
36,635,3
36,104,5
36,111,3
36,936,2
36,283,4
36,436,5
36,3818,4
36,197,2
36,339,5
36,17,4
36,41,4
36,45,3
36,3524,3
36,666,3
36,3070,3
36,89,2
36,5,3
36,57,4
36,168,4
36,561,4
36,377,3
36,97,3
36,887,3
36,28,5
36,306,4
36,516,4
36,14,5
36,1053,2
36,77,4
36,806,3
36,310,3
36,100,3
36,70,3
36,447,3
36,150,4
36,232,4
36,184,4
36,52,3
36,325,4
36,416,4
36,2367,3
36,3,3
36,2028,3
36,725,4
36,3878,4
36,46,3
36,60,3
36,1806,5
36,2192,2
36,113,3
36,189,5
36,33,4
36,885,1
36,32,4
36,159,4
36,1133,3
36,492,3
36,13,3
36,558,3
36,26,3
36,829,3
36,167,4
36,38,4
36,2738,4
36,54,3
36,212,4
36,383,4
36,929,3
36,312,5
36,121,4
36,35,5
36,73,3
36,175,3
36,2051,4
36,49,2
36,1084,2
36,72,4
36,4,5
36,522,3
36,272,4
36,151,4
36,669,3
37,723,2
37,522,5
37,2565,5
37,20,4
37,1250,4
37,70,3
37,1,4
37,110,5
37,635,5
37,36,5
37,287,5
37,165,4
37,45,4
37,768,5
37,649,4
37,39,5
37,17,4
37,2230,4
37,135,5
37,1485,5
37,215,2
37,856,4
37,342,4
37,2125,4
38,635,4
38,121,3
38,94,4
38,1113,4
38,162,3
38,2544,3
38,485,3
38,18,4
38,27,4
38,669,4
38,1624,4
38,213,4
38,706,3
38,2,4
38,85,3
38,934,3
38,413,3
38,24,4
38,233,3
38,103,3
38,935,2
38,10,2
38,66,3
38,95,2
38,786,3
38,55,2
38,177,2
38,154,4
38,3398,5
38,14,4
38,79,5
38,483,3
38,3508,4
39,185,3
39,165,4
39,90,5
39,46,4
39,376,3
39,232,2
39,440,4
39,1969,5
39,104,4
39,572,2
39,929,4
39,91,4
39,215,5
39,649,4
39,126,4
39,658,1
39,3243,3
39,522,4
39,1682,3
39,167,1
39,150,2
39,1360,3
39,349,4
39,142,4
39,70,5
39,2873,2
39,3109,2
39,135,4
